Source Page,Event Date,Number of Shows,Headliner,Support,Venue,City,State,Country,Market,Venue Type,Currency,Promoter,Genre,Tickets Sold,Gross USD,Event Capacity,Capacity Sold %,Min Price USD,Max Price USD,Avg Price USD,Actions
Page 6,2/3/2024,2,Diversity (Dance Troupe),,Opera House,Blackpool,,United Kingdom,,Auditorium / Theatre,Pound Sterling,SJM,Family Entertainment,"2,294",114742.32,"2,806",81%,37.90,50.53,50.01,
Page 6,2/3/2024,1,Jady,Tedious & Brief,LO-FI,Indianapolis,Indiana,United States,San Francisco-Oakland-San Jose,Club,US DOLLAR,MOKB Presents,Pop / Rock,22,300.00,100,22%,12.00,15.00,13.64,
Page 6,2/3/2024,1,"Cirque du Soleil - ""Alegria""",,Royal Albert Hall,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,Cirque du Soleil Entertainment Group,Theatrical,"3,599",552018.07,"3,971",90%,66.95,232.45,153.38,
Page 6,2/3/2024,1,"Cirque du Soleil - ""Alegria""",,Royal Albert Hall,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,Cirque du Soleil Entertainment Group,Theatrical,"3,313",519963.21,"3,984",83%,74.53,232.45,156.95,
Page 6,2/3/2024,1,Odd Eye Circle,,Showcenter Complex,San Pedro Garza Garcia,,Mexico,,Auditorium / Theatre,Pesos,(In-House Promotion),Dance / Electronic,833,49633.71,"3,714",22%,55.45,134.26,59.58,
Page 6,2/3/2024,1,Paper Idol,,Rockwood Music Hall,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,(In-House Promotion),Pop / Rock,95,2020.00,120,79%,20.00,25.00,21.26,
Page 6,2/3/2024,1,Greensky Bluegrass,Melt,The Fillmore Philadelphia,Philadelphia,Pennsylvania,United States,Philadelphia,Club,US DOLLAR,Live Nation,Americana,"1,896",65033.14,"2,600",72%,29.50,35.00,34.30,
Page 6,2/3/2024,1,Driveways,Aim High,The Wicked Witch,Raleigh,North Carolina,United States,,,US DOLLAR,Andmoreagain Presents,Pop / Rock,200,3200.00,200,100%,15.00,20.00,16.00,
Page 6,2/2/2024,1,Eagles,Steely Dan,Moody Center,Austin,Texas,United States,Austin,Arena,US DOLLAR,Live Nation,Pop / Rock,"10,700",3179333.28,"10,700",100%,149.50,499.50,297.13,
Page 6,2/2/2024,6,Matt Rife,,Radio City Music Hall,New York,New York,United States,New York,Auditorium / Theatre,US DOLLAR,Live Nation,Comedy,"5,718",489112.83,"5,718",100%,75.50,151.00,85.54,
Page 6,2/2/2024,1,The Teskey Brothers,,Odeon Theatre,Hobart,,Australia,,Auditorium / Theatre,Australian,"Frontier Touring, Illusive Presents","Americana, Blues","1,295",63602.99,"1,295",100%,59.30,72.49,49.11,
Page 6,2/2/2024,1,Chris Distefano,James Mattern,Ryman Auditorium,Nashville,Tennessee,United States,Nashville,Auditorium / Theatre,US DOLLAR,"Outback Presents, LLC",Comedy,"1,982",94080.00,"2,132",92%,35.00,55.00,47.47,
Page 6,2/2/2024,1,Shaka Ponk,,LDLC Arena,Decines-Charpieu,,France,,Arena,Euro,Zouave,Pop / Rock,"13,093",646083.92,"13,564",96%,45.67,81.55,49.35,
Page 6,2/2/2024,1,"Cirque du Soleil - ""Alegria""",,Royal Albert Hall,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,Cirque du Soleil Entertainment Group,Theatrical,"3,056",361835.68,"3,980",76%,12.75,209.05,118.40,
Page 6,2/2/2024,4,"""Hot Wheels Monster Trucks Live""",,Charleston Coliseum,Charleston,West Virginia,United States,Charleston-Huntington,Arena,US DOLLAR,Family Entertainment Live,Sports Entertainment,"6,328",161983.75,"6,764",93%,10.00,55.00,25.60,
Page 6,2/2/2024,1,TWICE,,Foro Sol,Mexico City,,Mexico,,Stadium,Pesos,OCESA,Asian Pop,"57,005",5582863.47,"57,051",99%,49.08,294.49,97.94,
Page 6,2/2/2024,1,The Elovaters,"Claire Wright, Shwayze",The Neptune,Seattle,Washington,United States,Seattle-Tacoma,Club,US DOLLAR,Seattle Theatre Group,Pop / Rock,"1,000",25105.00,"1,000",100%,25.00,30.00,25.11,
Page 6,2/2/2024,1,Vir Das,,Moore Theatre,Seattle,Washington,United States,Seattle-Tacoma,Auditorium / Theatre,US DOLLAR,Seattle Theatre Group,Comedy,"1,737",59729.50,"1,748",99%,26.50,44.50,34.39,
Page 6,2/2/2024,1,Styx,,The Venetian Theatre,Las Vegas,Nevada,United States,Las Vegas,Auditorium / Theatre,US DOLLAR,Live Nation,Pop / Rock,"1,392",148727.27,"1,798",77%,45.00,299.95,106.84,
Page 6,2/2/2024,4,"""Annie""",,State Theatre New Jersey,New Brunswick,New Jersey,United States,New York,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Theatrical,"1,280",105127.91,"1,806",70%,40.00,105.00,82.08,
Page 6,2/2/2024,2,Mitski,Tamino,DPAC,Durham,North Carolina,United States,Raleigh-Durham (Fayetteville),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Folk,"2,692",218801.45,"2,704",99%,39.50,89.50,81.26,
Page 6,2/2/2024,1,Morat,,Kia Center,Orlando,Florida,United States,Orlando-Daytona Beach-Melbourne,Arena,US DOLLAR,Live Nation,"Folk, Pop / Rock","4,960",421547.00,"11,483",43%,35.50,245.00,84.99,
Page 6,2/2/2024,1,Pigeons Playing Ping Pong,,Sherman Theater,Stroudsburg,Pennsylvania,United States,Philadelphia,Club,US DOLLAR,(In-House Promotion),Pop / Rock,"1,087",33810.00,"1,800",60%,30.00,75.00,31.10,
Page 6,2/2/2024,1,Bert Kreischer,,Blue Federal Credit Union Arena,Loveland,Colorado,United States,Denver,Arena,US DOLLAR,"Outback Presents, LLC",Comedy,"5,318",398548.00,"5,318",100%,32.60,135.00,74.94,
Page 6,2/2/2024,1,Gloria Trevi,,Honda Center,Anaheim,California,United States,Los Angeles,Arena,US DOLLAR,Live Nation,Latin,"6,825",695150.50,"6,825",100%,39.50,229.50,101.85,
Page 6,2/2/2024,1,Tool,,American Airlines Center,Dallas,Texas,United States,Dallas-Ft. Worth,Arena,US DOLLAR,"Outback Presents, LLC",Pop / Rock,"12,805",1752555.70,"12,805",100%,25.00,170.00,136.86,
Page 6,2/2/2024,1,BoomBox,Tep No,The Atlantis,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,All Good Presents / Tim Walther,Pop / Rock,450,11250.00,450,100%,25.00,25.00,25.00,
Page 6,2/2/2024,1,Joseph,Sister,The Orange Peel,Asheville,North Carolina,United States,Charlotte,Club,US DOLLAR,(In-House Promotion),"Country, Folk",565,16765.00,"1,050",53%,29.50,32.00,29.67,
Page 6,2/2/2024,1,Disturbed,"Falling In Reverse, Plush",T-Mobile Center,Kansas City,Missouri,United States,Kansas City,Arena,US DOLLAR,Live Nation,Pop / Rock,"9,966",636899.68,"11,677",85%,29.50,129.50,63.91,
Page 6,2/2/2024,1,ISOxo,,Cermak Hall,Chicago,Illinois,United States,Chicago,Auditorium / Theatre,US DOLLAR,Auris Presents,Dance / Electronic,"1,500",57000.00,"1,500",100%,30.50,45.50,38.00,
Page 6,2/2/2024,1,ABC,,Utilita Arena Cardiff,Cardiff,,United Kingdom,,Arena,Pound Sterling,SJM,Pop / Rock,"2,089",152447.22,"2,884",72%,47.80,89.23,72.98,
Page 6,2/2/2024,1,The Record Company,,9:30 Club,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,I.M.P.,Pop / Rock,"1,009",25225.00,"1,009",100%,25.00,25.00,25.00,
Page 6,2/2/2024,4,"""Monster Jam""",,UBS Arena,Elmont,New York,United States,New York,Arena,US DOLLAR,Feld Entertainment,Sports Entertainment,"9,522",350731.31,"12,334",77%,20.00,130.00,36.83,
Page 6,2/2/2024,3,"""PBR Unleash The Beast""",,Golden 1 Center,Sacramento,California,United States,Sacramento-Stockton-Modesto,Arena,US DOLLAR,Professional Bull Riders,Sports,"11,249",605798.87,"12,945",86%,22.00,125.00,53.85,
Page 6,2/2/2024,1,Say She She,,Neumos,Seattle,Washington,United States,Seattle-Tacoma,Club,US DOLLAR,(In-House Promotion),Pop / Rock,650,18732.00,650,100%,28.00,32.00,28.82,
Page 6,2/2/2024,1,"""World Wrestling Entertainment""",,Legacy Arena at the BJCC,Birmingham,Alabama,United States,Birmingham (Anniston and Tuscaloosa),Arena,US DOLLAR,Event Services,Sports Entertainment,"10,178",447565.00,"10,178",100%,24.00,129.00,43.97,
Page 6,2/2/2024,1,Rodney Carrington,,Beau Rivage Theatre,Biloxi,Mississippi,United States,Biloxi-Gulfport,Auditorium / Theatre,US DOLLAR,MGM Resorts International,Comedy,"1,300",83605.00,"1,597",81%,42.75,85.55,64.31,
Page 6,2/2/2024,1,Rodney Carrington,,Beau Rivage Theatre,Biloxi,Mississippi,United States,Biloxi-Gulfport,Auditorium / Theatre,US DOLLAR,MGM Resorts International,Comedy,"1,506",95707.00,"1,597",94%,42.75,85.55,63.55,
Page 6,2/2/2024,1,John Moreland,Chris Staples,Ponte Vedra Concert Hall,Ponte Vedra Beach,Florida,United States,Jacksonville,Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Country, Folk",301,9915.00,479,62%,36.00,41.00,32.94,
Page 6,2/2/2024,1,JVNA,,Royale Nightclub Boston,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,(In-House Promotion),Dance / Electronic,581,11782.00,"1,000",58%,15.00,20.00,20.28,
Page 6,2/2/2024,1,Marisela,,City National Grove of Anaheim,Anaheim,California,United States,Los Angeles,Club,US DOLLAR,(In-House Promotion),"Latin, Pop / Rock","1,410",162955.00,"1,410",100%,63.25,173.25,115.57,
Page 6,2/2/2024,1,Zeds Dead,,Belly Up Aspen,Aspen,Colorado,United States,Denver,Club,US DOLLAR,"(In-House Promotion), Belly Up Entertainment",Dance / Electronic,450,58670.00,450,100%,110.00,215.00,130.38,
Page 6,2/2/2024,1,G3,"Joe Satriani, Steve Vai",Grand Theatre,Reno,Nevada,United States,Reno,Auditorium / Theatre,US DOLLAR,Another Planet Entertainment,Pop / Rock,"2,258",220799.32,"2,568",87%,44.50,94.50,97.79,
Page 6,2/2/2024,1,BabyTron,,Roseland Theater,Portland,Oregon,United States,"Portland, OR",Club,US DOLLAR,Monqui Presents,,886,29896.00,"1,310",67%,29.00,179.00,33.74,
Page 6,2/2/2024,1,Marlon Wayans,,Hard Rock Live Northern Indiana,Gary,Indiana,United States,Chicago,Club,US DOLLAR,(In-House Promotion),Comedy,"1,775",93127.00,"1,848",96%,34.50,74.50,52.47,
Page 6,2/2/2024,1,Tom Papa,Steven Rogers,The Parker,Fort Lauderdale,Florida,United States,Miami-Ft. Lauderdale,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Comedy,"1,131",53620.00,"1,131",100%,35.00,45.00,47.41,
Page 6,2/2/2024,2,Tom Segura,,Hard Rock Live at Etess Arena,Atlantic City,New Jersey,United States,Philadelphia,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Live Nation",Comedy,"4,573",644056.50,"4,960",92%,89.00,189.00,140.82,
Page 6,2/2/2024,1,Drake,J. Cole,Amalie Arena,Tampa,Florida,United States,Tampa-St. Petersburg (Sarasota),Arena,US DOLLAR,Live Nation,Rap / HipHop,"16,835",4027054.75,"16,835",100%,85.75,435.00,239.21,
Page 6,2/2/2024,3,Hasan Minhaj,,Pantages Theatre,Los Angeles,California,United States,Los Angeles,Auditorium / Theatre,US DOLLAR,Nederlander Concerts,Comedy,"2,625",185711.00,"8,229",31%,52.50,127.50,70.73,
Page 6,2/2/2024,1,Dogs in a Pile,Viben & The Submersibles,Antone's,Austin,Texas,United States,Austin,Club,US DOLLAR,Live Nation,Pop / Rock,408,7470.00,408,100%,17.00,20.00,18.31,
Page 6,2/2/2024,1,The Outlaws,,The Ludlow Garage,Cincinnati,Ohio,United States,Cincinnati,Club,US DOLLAR,Ripley's Productions,Pop / Rock,406,16650.00,509,79%,35.00,50.00,41.01,
Page 6,2/2/2024,1,Peekaboo,LYNY,Echostage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Panorama Productions / Glow,Dance / Electronic,"1,843",56474.20,"3,000",61%,30.00,35.00,30.64,
Page 6,2/2/2024,1,Pork Tornadoes,,Majestic Theatre,Madison,Wisconsin,United States,Madison,Club,US DOLLAR,FPC Live (Frank Productions Concerts),Pop / Rock,205,4572.00,600,34%,20.00,49.50,22.30,
Page 6,2/2/2024,1,"Enrique Iglesias, Ricky Martin, Pitbull",,Acrisure Arena in Greater Palm Springs,Palm Desert,California,United States,Palm Springs,Arena,US DOLLAR,Live Nation,"Latin, Pop / Rock, Rap / HipHop","8,592",1405394.05,"9,360",91%,59.95,599.95,163.57,
Page 6,2/2/2024,1,Yuridia,,Auditorio Nacional,Mexico City,,Mexico,,Auditorium / Theatre,Pesos,OCESA,"Latin, Pop / Rock","9,485",615521.85,"9,485",100%,32.71,196.28,64.89,
Page 6,2/2/2024,1,Steve Treviño,Shilo Harris,The Wilma,Missoula,Montana,United States,Missoula,Club,US DOLLAR,Logjam Presents,Comedy,330,12630.00,850,38%,35.00,45.00,38.27,
Page 6,2/2/2024,1,Chris Avantgarde,,Village Underground,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,"AMAAD, LWE",,750,18021.01,750,100%,24.03,24.03,24.03,
Page 6,2/2/2024,1,Lasso,,Teatro Metropolitan,Mexico City,,Mexico,,Auditorium / Theatre,Pesos,OCESA,Latin,"3,014",141841.15,"3,028",99%,23.53,141.18,47.06,
Page 6,2/2/2024,1,Liquid Stranger,"Champagne Drip, Drinkurwater, Xotix, Sonorous",The Sylvee,Madison,Wisconsin,United States,Madison,Club,US DOLLAR,FPC Live (Frank Productions Concerts),Dance / Electronic,"2,076",75467.00,"2,400",86%,25.00,50.00,36.35,
Page 6,2/2/2024,1,James Arthur,,Zenith - Die Kulturhalle,Munich,,Germany,,Arena,Euro,Live Nation,Pop / Rock,"5,880",287702.21,"5,880",100%,48.93,48.93,48.93,
Page 6,2/2/2024,1,Elephante,,Soundcheck,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Panorama Productions / Glow,Dance / Electronic,285,10287.80,500,57%,35.00,40.00,36.10,
Page 6,2/2/2024,1,Rumpke Mountain Boys,,HI-FI,Indianapolis,Indiana,United States,Indianapolis,Club,US DOLLAR,MOKB Presents,Country,123,2160.00,400,30%,15.00,20.00,17.56,
Page 6,2/2/2024,1,Sergeant,Lazzaro,Ancienne Belgique,Brussels,,Belgium,,Club,Euro,(In-House Promotion),Pop / Rock,864,9100.78,932,92%,14.14,14.14,10.53,
Page 6,2/2/2024,1,Josh Turner,Grace Tyler,Columbia County Performing Arts Center,Evans,Georgia,United States,"Columbus, GA",Auditorium / Theatre,US DOLLAR,Pepper Entertainment,Country,"1,461",89572.11,"1,728",84%,45.50,85.50,61.31,
Page 6,2/2/2024,1,Bruno Mars,,Dolby Live at Park MGM Las Vegas,Las Vegas,Nevada,United States,Las Vegas,Auditorium / Theatre,US DOLLAR,MGM Resorts International,Pop / Rock,"5,179",1902470.00,"5,179",100%,99.00,600.00,367.34,
Page 6,2/2/2024,1,Invicta Audio,"Kelvin 373, Aries",XOYO,London,,United Kingdom,,Untyped Venue,Pound Sterling,"AMAAD, Weird Science",Pop / Rock,407,7902.81,700,58%,19.41,19.41,19.42,
Page 6,2/2/2024,1,The Infamous Stringdusters,Cris Jacobs,The Elm,Bozeman,Montana,United States,Billings,Club,US DOLLAR,Logjam Presents,Americana,837,34590.00,"1,140",73%,40.00,60.00,41.33,
Page 6,2/2/2024,1,Warren Zeiders,Clayton Mullen,Mayo Clinic Health System Event Center,Mankato,Minnesota,United States,Mankato,"Arena, Convention Center",US DOLLAR,Pepper Entertainment,Country,"2,346",81633.57,"2,416",97%,24.50,42.50,34.80,
Page 6,2/2/2024,1,Piñata Protest,Bombasta,Stable Hall,San Antonio,Texas,United States,San Antonio,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Soap Creek Entertainment",Pop / Rock,425,9555.53,880,48%,20.00,45.00,22.48,
Page 6,2/2/2024,1,Clint Black,,Texas Hall,Arlington,Texas,United States,Dallas-Ft. Worth,Auditorium / Theatre,US DOLLAR,Pepper Entertainment,Country,"1,325",88904.39,"1,544",85%,31.50,126.50,67.10,
Page 6,2/2/2024,1,Idaho Fine Arts Academy,,Velma V. Morrison Center for the Performing Arts,Boise,Idaho,United States,Boise,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Multi-Genre,607,10926.00,"1,198",50%,18.00,18.00,18.00,
Page 6,2/2/2024,1,Cody Johnson,"Justin Moore, Dillon Carmichael",Bridgestone Arena,Nashville,Tennessee,United States,Nashville,Arena,US DOLLAR,"LiveCo, Peachtree Entertainment, Police Productions",Country,"15,864",949170.00,"15,864",100%,40.00,150.00,59.83,
Page 6,2/2/2024,2,Howard Hewett,,City Winery Atlanta,Atlanta,Georgia,United States,Atlanta,Club,US DOLLAR,(In-House Promotion),"Christian, RB / Soul",312,16960.52,312,100%,50.00,65.00,54.36,
Page 6,2/2/2024,1,"""Batman 1989""",,Cobb Energy Performing Arts Centre,Atlanta,Georgia,United States,Atlanta,Auditorium / Theatre,US DOLLAR,MGP Live,Classical,"2,243",146517.00,"2,691",83%,40.00,100.00,65.32,
Page 6,2/2/2024,1,Ian Asher,,The Grand,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Promotion), Big Night Entertainment Group",,409,7060.00,600,68%,15.00,20.00,17.26,
Page 6,2/2/2024,1,Sickick,,Mémoire At Encore Boston Harbor,Everett,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Promotion), Big Night Entertainment Group",Rap / HipHop,423,16825.00,600,70%,35.00,45.00,39.78,
Page 6,2/2/2024,1,Sean Creamer,,Shrine at Foxwoods,Mashantucket,Connecticut,United States,Hartford-New Haven,Club,US DOLLAR,"(In-House Promotion), Big Night Entertainment Group",Dance / Electronic,29,290.00,600,4%,7.50,20.00,10.00,
Page 6,2/2/2024,1,Shenandoah,,Brown County Music Center,Nashville,Indiana,United States,Indianapolis,Auditorium / Theatre,US DOLLAR,Live Nation,Country,"1,325",62991.25,"1,971",67%,35.25,70.25,47.54,
Page 6,2/2/2024,1,Pink Talking Fish,,Sweetwater Music Hall,Mill Valley,California,United States,San Francisco-Oakland-San Jose,Club,US DOLLAR,(In-House Promotion),Tribute Acts,300,10200.00,300,100%,34.00,40.00,34.00,
Page 6,2/2/2024,1,Peyton Parrish,,O2 Shepherd's Bush Empire,London,,United Kingdom,,Auditorium / Theatre,Pound Sterling,DEAG / Kilimanjaro Live,Pop / Rock,"1,874",67007.56,"2,000",93%,31.87,41.43,35.76,
Page 6,2/2/2024,1,Richard Lindesay,,The Bill Murray,London,,United Kingdom,,Untyped Venue,Pound Sterling,DEAG / Kilimanjaro Live,Comedy,61,1749.51,90,67%,28.68,28.68,28.68,
Page 6,2/2/2024,1,Sasha Velour,,Bilheimer Capitol Theatre,Clearwater,Florida,United States,Tampa-St. Petersburg (Sarasota),Club,US DOLLAR,Ruth Eckerd Hall Presents,,353,23623.00,650,54%,49.00,79.00,66.92,
Page 6,2/2/2024,1,Little River Band,Brett Wiscons,Honeywell Center,Wabash,Indiana,United States,Fort Wayne,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,"1,363",79017.00,"1,424",95%,39.00,100.00,57.97,
Page 6,2/2/2024,2,"""Harry Potter In Concert""",,Majestic Theatre,San Antonio,Texas,United States,San Antonio,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Ambassador Theatre Group, Innovation Arts and Entertainment",Theatrical,"2,097",167556.20,"2,264",92%,40.00,40.00,79.88,
Page 6,2/2/2024,1,Garcia Birthday Band,,McMenamins Crystal Ballroom,Portland,Oregon,United States,"Portland, OR",Club,US DOLLAR,McMenamins Presents,Pop / Rock,477,10050.00,477,100%,20.00,25.00,21.07,
Page 6,2/2/2024,1,Randall King,,The Hat,Manhattan,Kansas,United States,Topeka,Club,US DOLLAR,"(In-House Promotion), RPA Entertainment",Country,750,11250.00,750,100%,15.00,15.00,15.00,
Page 6,2/2/2024,1,Brincos Dieras,Tito El Ranchero,Orpheum Theatre,Wichita,Kansas,United States,Wichita-Hutchinson Plus,Auditorium / Theatre,US DOLLAR,Elite Entertainment,Comedy,422,50049.75,"1,286",32%,79.50,205.00,118.60,
Page 6,2/2/2024,1,Growing Pains,"Common Girl, Jousting",McMenamins Mission Theater,Portland,Oregon,United States,"Portland, OR",Auditorium / Theatre,US DOLLAR,McMenamins Presents,Pop / Rock,289,2962.00,289,100%,10.00,10.00,10.25,
Page 6,2/2/2024,1,So Fetch,,9:30 Club,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,I.M.P.,Multi-Genre,934,20548.00,934,100%,22.00,22.00,22.00,
Page 6,2/2/2024,1,Sugar Sammy,JC Surette,Salle Pierre-Mercure,Montreal,Quebec,Canada,,Auditorium / Theatre,Canadian,"(In-House Promotion), Sugarnation",Comedy,845,46716.39,845,100%,36.44,48.83,55.29,
Page 6,2/2/2024,1,Sugar Sammy,JC Surette,Salle Pierre-Mercure,Montreal,Quebec,Canada,,Auditorium / Theatre,Canadian,"(In-House Promotion), Sugarnation",Comedy,842,46331.42,843,99%,36.44,48.83,55.03,
Page 6,2/2/2024,1,"""Hits Deep Tour"", TobyMac","Cory Asbury, Mac Powell, Tasha Layton, Jon Reddick, Terrian",Rio Rancho Events Center,Rio Rancho,New Mexico,United States,Albuquerque-Santa Fe,Arena,US DOLLAR,Awakening Events,Christian,"5,771",188995.00,"6,182",93%,20.00,89.75,32.75,
Page 6,2/2/2024,1,Oliverse,,Primary Nightclub,Chicago,Illinois,United States,Chicago,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,220,4750.00,220,100%,15.00,25.00,21.59,
Page 6,2/2/2024,1,Louis Tomlinson,"Sea Girls, Club Halifax",Qudos Bank Arena,Sydney,,Australia,,Arena,Australian,Live Nation,Pop / Rock,"9,490",714338.02,"11,742",80%,53.69,87.27,75.27,
Page 6,2/2/2024,1,Karen Morgan,,Spire Center For Performing Arts,Plymouth,Massachusetts,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Comedy,254,6233.00,265,95%,25.00,25.00,24.54,
Page 6,2/2/2024,1,Beartooth,"The Plot In You, Invent Animate",Charleston Music Hall,Charleston,South Carolina,United States,"Charleston, SC",Auditorium / Theatre,US DOLLAR,NS2,Pop / Rock,"1,150",43464.50,"1,150",100%,34.50,50.00,37.80,
Page 6,2/2/2024,2,The Stews,Easy Honey,Music Farm,Charleston,South Carolina,United States,"Charleston, SC",Club,US DOLLAR,"Live Nation, NS2",Pop / Rock,660,14591.25,660,100%,22.50,22.50,22.11,
Page 6,2/2/2024,1,Extreme,Living Colour,The Event Center at Hollywood Casino,Charles Town,West Virginia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,"1,052",63562.00,"1,205",87%,45.00,75.00,60.42,
Page 6,2/2/2024,1,Greensky Bluegrass,Melt,MGM Music Hall at Fenway,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,"(In-House Promotion), Crossroads Presents",Americana,"2,165",69760.00,"3,650",59%,16.00,52.00,32.22,
Page 6,2/2/2024,1,Tanya Tucker,,Barbara B. Mann Perf. Arts Hall,Fort Myers,Florida,United States,Fort Myers-Naples,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Professional Facilities Mgmt., Wasserman Media Group",Country,"1,049",64805.17,"1,859",56%,26.00,76.00,61.78,
Page 6,2/2/2024,1,Dr. Lunch,,The Mishawaka Presents 2454 West,Greeley,Colorado,United States,Denver,Club,US DOLLAR,(In-House Promotion),Multi-Genre,28,332.00,400,7%,8.00,12.00,11.86,
Page 6,2/2/2024,1,The Lon Bronson Band,,The Smith Center / Myron's,Las Vegas,Nevada,United States,Las Vegas,Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Pop / Rock, RB / Soul",236,8515.50,244,96%,24.00,47.00,36.08,
