Source Page,Event Date,Number of Shows,Headliner,Support,Venue,City,State,Country,Market,Venue Type,Currency,Promoter,Genre,Tickets Sold,Gross USD,Event Capacity,Capacity Sold %,Min Price USD,Max Price USD,Avg Price USD,Actions
Page 6,2/3/2024,1,Tim Allen,,Fox Theatre,Detroit,Michigan,United States,Detroit,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Tate Entertainment",Comedy,"4,696",449406.40,"4,696",100%,65.00,125.00,95.70,
Page 6,2/3/2024,1,Martin Sexton,,Saint Rocke,Hermosa Beach,California,United States,Los Angeles,Club,US DOLLAR,(In-House Promotion),Folk,154,5505.00,300,51%,35.00,40.00,35.75,
Page 6,2/3/2024,1,ENHYPEN,,New Clark City Stadium,New Clark City,,Philippines,,Stadium,Pesos,HYBE Co. Ltd.,Asian Pop,"23,794",4126227.29,"23,850",99%,53.41,293.78,173.41,
Page 6,2/3/2024,1,The Frontmen,,Chinook Winds Casino Resort,Lincoln City,Oregon,United States,"Portland, OR",Casino,US DOLLAR,Houston Productions,Country,"1,011",55103.00,"1,203",84%,60.00,216.00,54.50,
Page 6,2/3/2024,1,"""CES Boxing""",,Mohegan Sun Arena,Uncasville,Connecticut,United States,Hartford-New Haven,Arena,US DOLLAR,(In-House Promotion),Sports,"4,929",319298.00,"7,279",67%,46.00,165.00,64.78,
Page 6,2/3/2024,1,Kolby Cooper,Payton Smith,Soul Kitchen,Mobile,Alabama,United States,Mobile-Pensacola (Fort Walton Beach),Club,US DOLLAR,"LiveCo, Peachtree Entertainment",Country,183,3985.00,"1,100",16%,20.00,25.00,21.78,
Page 6,2/3/2024,1,Conor Benn vs Peter Dobson,,The Chelsea,Las Vegas,Nevada,United States,Las Vegas,Club,US DOLLAR,Matchroom Boxing Limited,Family Entertainment,"1,611",176580.00,"1,818",88%,54.00,324.00,109.61,
Page 6,2/3/2024,1,Yahritza y Su Esencia,,Plaza Theatre,El Paso,Texas,United States,El Paso (Las Cruces),Auditorium / Theatre,US DOLLAR,Loud and Live,,"1,163",66152.00,"2,044",56%,27.99,77.99,56.88,
Page 6,2/3/2024,1,Sofia Niño de Rivera,,Teatro Morelos,Toluca,,Mexico,,Untyped Venue,Pesos,OCESA,Comedy,"1,659",74392.20,"2,232",74%,22.42,134.52,44.84,
Page 6,2/3/2024,3,"""Motorsports Spectacular""",,Canada Life Centre,Winnipeg,Manitoba,Canada,,Arena,Canadian,(In-House Promotion),Family Entertainment,"5,454",102727.79,"6,648",82%,18.55,59.37,18.83,
Page 6,2/3/2024,1,K's Choice,,Ferme Du Biereau,Louvain La Neuve,,Belgium,,Untyped Venue,Euro,Greenhouse Talent,Pop / Rock,569,19047.57,569,100%,32.40,34.56,33.48,
Page 6,2/3/2024,1,Treaty Oak Revival,,Delmar Hall,St. Louis,Missouri,United States,St. Louis,Club,US DOLLAR,(In-House Promotion),"Country, Pop / Rock",750,15808.00,750,100%,22.00,25.00,21.08,
Page 6,2/3/2024,1,Eddie B.,,Broward Center Au-Rene Theater,Fort Lauderdale,Florida,United States,Miami-Ft. Lauderdale,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Comedy,"1,468",75414.00,"1,860",78%,37.00,67.00,51.37,
Page 6,2/3/2024,1,"""Professional Bull Riders""",,Mechanics Bank Arena,Bakersfield,California,United States,Bakersfield,Arena,US DOLLAR,Professional Bull Riders,Sports,"5,880",267035.00,"5,880",100%,15.00,105.00,45.41,
Page 6,2/3/2024,1,Tim Dillon,Andy Haynes,Egyptian Room,Indianapolis,Indiana,United States,Indianapolis,Auditorium / Theatre,US DOLLAR,Live Nation,Comedy,"1,094",59625.25,"1,184",92%,37.50,67.50,54.50,
Page 6,2/3/2024,1,Ms. Pat,,Barrymore Theatre,Madison,Wisconsin,United States,Madison,Auditorium / Theatre,US DOLLAR,"Outback Presents, LLC",Comedy,765,30935.00,765,100%,35.00,45.00,40.44,
Page 6,2/3/2024,3,"Miami City Ballet ""Winter Mix""",,Dreyfoos Hall,West Palm Beach,Florida,United States,West Palm Beach-Fort Pierce,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Theatrical,"1,130",128323.00,"2,100",53%,45.00,275.00,113.53,
Page 6,2/3/2024,2,Hannah Berner,,Paramount Theatre,Denver,Colorado,United States,Denver,Auditorium / Theatre,US DOLLAR,Comedy Works Entertainment,Comedy,"1,847",74028.53,"1,865",99%,35.00,75.00,40.08,
Page 6,2/3/2024,1,Men's College Basketball,,Madison Square Garden,New York,New York,United States,New York,Arena,US DOLLAR,(In-House Promotion),Family Entertainment,"18,290",932516.00,"18,294",99%,55.00,350.00,50.99,
Page 6,2/3/2024,1,HE$H,,The Intersection / The Stache,Grand Rapids,Michigan,United States,Grand Rapids-Kalamazoo-Battle Creek,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,275,5840.00,380,72%,20.00,25.00,21.24,
Page 6,2/3/2024,1,Railroad Earth,,The Intersection / Showroom,Grand Rapids,Michigan,United States,Grand Rapids-Kalamazoo-Battle Creek,Club,US DOLLAR,(In-House Promotion),Pop / Rock,506,13154.00,"1,500",33%,25.00,29.50,26.00,
Page 6,2/3/2024,3,"Holiday On Ice ""A New Day""",,Antares,Le Mans,,France,,Auditorium / Theatre,Euro,Holiday On Ice,Family Entertainment,"2,187",115631.63,"2,921",74%,20.52,85.31,52.86,
Page 6,2/3/2024,1,Mabel Matiz,,Mitsubishi Electric Halle,Dusseldorf,,Germany,,Auditorium / Theatre,Euro,Rakkas Entertainment,Pop / Rock,"3,603",184762.16,"3,631",99%,55.07,74.51,51.28,
Page 6,2/3/2024,1,Daybreak - Barry Manilow Tribute,,Blue Gate Performing Arts Center,Shipshewana,Indiana,United States,South Bend-Elkhart,Auditorium / Theatre,US DOLLAR,"(In-House Promotion), Blue Gate Theatre",Tribute Acts,336,15864.23,"1,500",22%,19.95,64.95,47.21,
Page 6,2/3/2024,1,Jeff Bates,,Blue Gate Music Hall,Shipshewana,Indiana,United States,South Bend-Elkhart,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Country,101,3024.95,330,30%,29.95,29.95,29.95,
Page 6,2/3/2024,1,I Sansoni,,Teatro Cilea,Reggio Calabria,,Italy,,Auditorium / Theatre,Euro,Vivo Concerti,Comedy,188,5665.30,834,22%,16.20,37.26,30.13,
Page 6,2/3/2024,1,Kobosil,,Bergamo1000,Bergamo,,Italy,,Untyped Venue,Euro,Vivo Concerti,Dance / Electronic,950,25646.56,"1,000",95%,27.00,27.00,27.00,
Page 6,2/3/2024,1,Charlotte De Witte,,Spazio Novecento,Rome,,Italy,,Auditorium / Theatre,Euro,Vivo Concerti,Dance / Electronic,"1,450",39144.76,"1,500",96%,27.00,32.40,27.00,
Page 6,2/3/2024,1,The Orphan The Poet,"Noise Ctrl, Cloudflower",Natalie's Grandview,Columbus,Ohio,United States,"Columbus, OH",Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,285,4560.00,285,100%,16.00,16.00,16.00,
Page 6,2/3/2024,1,Anfisa Letyago,,Villa Bonin,Vicenza,,Italy,,Club,Euro,Vivo Concerti,Dance / Electronic,700,15117.97,"2,000",35%,16.20,21.60,21.60,
Page 6,2/3/2024,1,Enrico Brignano,,Palacalafiore,Reggio Calabria,,Italy,,Arena,Euro,Vivo Concerti,Comedy,"3,285",154134.33,"4,196",78%,29.70,68.55,46.92,
Page 6,2/3/2024,1,Russell Howard,Harley Breen,Michael Fowler Centre,Wellington,,New Zealand,,Auditorium / Theatre,New Zealand,Bohm Presents,Pop / Rock,"2,129",116044.02,"2,129",100%,54.51,54.51,54.51,
Page 6,2/3/2024,1,After The Last Waltz,,King Tut's Wah Wah Hut,Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,Pop / Rock,300,6821.82,300,100%,22.74,22.74,22.74,
Page 6,2/3/2024,1,Altégo,,Garage G2,Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,"Dance / Electronic, Pop / Rock",330,5836.44,330,100%,17.69,17.69,17.69,
Page 6,2/3/2024,1,Town Mountain,Tray Wellington Band,Neighborhood Theatre,Charlotte,North Carolina,United States,Charlotte,Auditorium / Theatre,US DOLLAR,"MaxxMusic, Inc.",Country,535,14780.00,956,55%,25.00,35.00,27.63,
Page 6,2/3/2024,1,Model Man,,The Poetry Club At SWG3,Glasgow,,United Kingdom,,Club,Pound Sterling,DF Concerts,Pop / Rock,129,1629.66,129,100%,12.63,12.63,12.63,
Page 6,2/3/2024,1,The ELO Experience,,Sheffield City Hall,Sheffield,,United Kingdom,,Auditorium / Theatre,Pound Sterling,(In-House Promotion),Tribute Acts,"1,339",45672.06,"1,567",85%,34.11,34.11,34.11,
Page 6,2/3/2024,1,Nate Jackson,,Dr. Phillips Center - Steinmetz Hall,Orlando,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,"Dr. Phillips Center For The Performing Arts, Outback Presents, LLC",Comedy,"1,529",79476.00,"1,529",100%,30.00,165.00,51.98,
Page 6,2/3/2024,1,West Texas Symphony Chamber Chorale,,Wagner Noël Performing Arts Center,Midland,Texas,United States,Odessa-Midland,Auditorium / Theatre,US DOLLAR,West Texas Symphony,Classical,512,15719.92,982,52%,5.25,56.00,30.70,
Page 6,2/3/2024,1,The Infamous Stringdusters,"Cris Jacobs, Cris Jacobs",The Wilma,Missoula,Montana,United States,Missoula,Club,US DOLLAR,Logjam Presents,Americana,824,29080.00,"1,500",54%,35.00,38.00,35.29,
Page 6,2/3/2024,1,"Tyler Henry, The Hollywood Medium",,OLG Stage at Fallsview Casino,Niagara Falls,Ontario,Canada,,Auditorium / Theatre,Canadian,(In-House Promotion),Family Entertainment,"4,867",260238.21,"4,970",97%,33.39,70.50,53.47,
Page 6,2/3/2024,1,Petey,Dear Seattle,Corner Hotel,Richmond,,Australia,,Club,Australian,Handsome Tours,Pop / Rock,645,25104.54,750,86%,38.84,52.18,38.92,
Page 6,2/3/2024,1,One Night Of Tina,,Stadthalle,Gottingen,,Germany,,Auditorium / Theatre,Euro,Semmel Concerts Entertainment GmbH,Tribute Acts,628,35398.74,"1,160",54%,49.44,77.61,56.37,
Page 6,2/3/2024,1,"""DarkRave""",,191 Toole,Tucson,Arizona,United States,Tucson (Sierra Vista),Club,US DOLLAR,Rialto Theatre,Theatrical,224,2572.00,500,44%,10.00,12.00,11.48,
Page 6,2/3/2024,1,"""Taylor Swift Dance Party""",,The Vogel,Red Bank,New Jersey,United States,New York,Club,US DOLLAR,The Basie Presents,Pop / Rock,797,15940.00,800,99%,20.00,20.00,20.00,
Page 6,2/3/2024,1,Freezr,,WiZink Center,Madrid,,Spain,,Arena,Euro,Inverfest,Uncategorized,"3,406",129465.15,"5,630",60%,38.01,38.01,38.01,
Page 6,2/3/2024,1,Jaal,"OGK, Oscar #Worldpeace",Northcote Social Club,Northcote,,Australia,,Club,Australian,(In-House Promotion),Rap / HipHop,184,2595.79,300,61%,13.70,16.31,14.11,
Page 6,2/3/2024,1,Almost Queen - Trib. To Queen,Super 70's Rock Show ft. Super Trans Am,Santander Performing Arts Center,Reading,Pennsylvania,United States,Philadelphia,Auditorium / Theatre,US DOLLAR,SLP Concerts,Tribute Acts,"1,031",54288.50,"1,796",57%,29.50,89.50,52.66,
Page 6,2/3/2024,1,Tete Novoa,,La Sala,Madrid,,Spain,,Untyped Venue,Euro,"(In-House Promotion), Ara Music Entertainment",Pop / Rock,662,36458.07,750,88%,23.76,86.39,55.07,
Page 6,2/3/2024,1,Kany García,,Teatro Nacional,Santo Domingo,,Dominican Republic,,Auditorium / Theatre,Peso,Loud and Live,Latin,"1,331",118588.20,"1,331",100%,0.98,143.43,89.10,
Page 6,2/3/2024,1,Guy Nantel,,Olympia de Montreal,Montreal,Quebec,Canada,,Club,Canadian,Groupe Entourage,Comedy,585,18333.93,752,77%,27.46,35.25,31.34,
Page 6,2/3/2024,1,We Are Messengers,,Hillsong Brisbane Central Campus,Brisbane,,Australia,,Auditorium / Theatre,Australian,"LiveCo, TPR.",Christian,"1,024",20306.14,"1,156",88%,23.61,31.40,19.83,
Page 6,2/3/2024,2,"""Tell Him It's Jackie""",,Terry Theater,Jacksonville,Florida,United States,Jacksonville,Auditorium / Theatre,US DOLLAR,Emery Entertainment,Theatrical,248,21371.00,304,81%,51.00,51.00,86.17,
Page 6,2/3/2024,1,"""Greenville Swamp Rabbits Vs. Jacksonville Icemen""",,Bon Secours Wellness Arena,Greenville,South Carolina,United States,Greenville-Spartanburg-Asheville-Anderson,Arena,US DOLLAR,(In-House Promotion),Family Entertainment,"3,113",85075.54,"4,743",65%,28.00,58.00,27.33,
Page 6,2/3/2024,1,"""Lachende Kölnarena""",,Lanxess Arena,Cologne,,Germany,,Arena,Euro,(In-House Promotion),Theatrical,"13,498",708923.58,"13,793",97%,56.15,60.47,52.52,
Page 6,2/3/2024,1,Laura Pausini,,MEO Arena,Lisbon,,Portugal,,Arena,Euro,"Friends & Partners, Vibes & Beats","Latin, Pop / Rock","9,079",790925.18,"12,198",74%,27.00,161.98,87.12,
Page 6,2/3/2024,1,Adam Hawley,,The Tin Pan,Richmond,Virginia,United States,Richmond-Petersburg,Club,US DOLLAR,(In-House Promotion),Jazz,202,8090.00,220,91%,40.00,45.00,40.05,
Page 6,2/3/2024,1,Bert Kreischer,,The Broadmoor World Arena,Colorado Springs,Colorado,United States,Colorado Springs-Pueblo,Arena,US DOLLAR,"Outback Presents, LLC",Comedy,"6,240",423671.41,"7,416",84%,25.00,135.00,67.90,
Page 6,2/3/2024,1,Will Downing,,The Birchmere,Alexandria,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,"(In-House Promotion), The Birchmere Presents / Michael Jaworek",,500,39750.00,500,100%,79.50,79.50,79.50,
Page 6,2/3/2024,1,Grupo Marca Registrada,,Arena CDMX,Mexico City,,Mexico,,Arena,Pesos,Zignia Live,Latin,"14,905",450292.13,"15,131",98%,20.43,145.93,30.21,
Page 6,2/3/2024,1,Dimensions Dance Theatre of Miami- Salon Series,,Dennis C. Moss Cultural Arts Center - Lab Theater,Cutler Bay,Florida,United States,Miami-Ft. Lauderdale,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Theatrical,43,1608.75,50,86%,40.00,40.00,37.41,
Page 6,2/3/2024,1,Mija,,Meow Wolf Santa Fe,Santa Fe,New Mexico,United States,Albuquerque-Santa Fe,Club,US DOLLAR,(In-House Promotion),Latin,400,9170.00,400,100%,22.50,25.00,22.93,
Page 6,2/3/2024,1,"""Evansville Thunderbolts vs. Knoxville Ice Bears""",,Ford Center,Evansville,Indiana,United States,Evansville,Arena,US DOLLAR,VenuWorks,Family Entertainment,"2,644",40631.75,"4,994",52%,16.00,35.00,15.37,
Page 6,2/3/2024,1,"""Passe-Partout""",,La Salle Desjardins,Terrebonne,Quebec,Canada,,Untyped Venue,Canadian,(In-House Promotion),Family Entertainment,529,8534.00,640,82%,15.58,17.07,16.13,
Page 6,2/3/2024,1,Philadelphia Freedom - Tribute to Elton John,,Tally Ho Theater,Leesburg,Virginia,United States,Harrisonburg,Club,US DOLLAR,(In-House Promotion),Tribute Acts,430,11605.00,550,78%,10.00,50.00,26.99,
Page 6,2/3/2024,1,"""All Elite Wrestling""",,Bert Ogden Arena,Edinburg,Texas,United States,Harlingen-Weslaco-Brownsville-McAllen,Arena,US DOLLAR,All Elite Wrestling,Sports Entertainment,"2,880",132920.00,"3,630",79%,20.00,80.00,46.15,
Page 6,2/3/2024,1,"Enrique Iglesias, Ricky Martin, Pitbull",,Honda Center,Anaheim,California,United States,Los Angeles,Arena,US DOLLAR,Live Nation,"Latin, Pop / Rock, Rap / HipHop","11,481",1874303.90,"11,481",100%,59.95,599.95,163.25,
Page 6,2/3/2024,1,The Guess Who,,Warner Theatre,Erie,Pennsylvania,United States,Erie,Auditorium / Theatre,US DOLLAR,Elko Concerts,Pop / Rock,630,38616.00,"1,318",47%,55.75,65.75,61.30,
Page 6,2/3/2024,1,"""Dancing With The Stars Live""",,Centre In The Square,Kitchener,Ontario,Canada,,Auditorium / Theatre,Canadian,(In-House Promotion),Family Entertainment,"1,927",141151.88,"2,047",94%,29.68,89.05,73.25,
Page 6,2/3/2024,1,Jo Koy,,PPG Paints Arena,Pittsburgh,Pennsylvania,United States,Pittsburgh,Arena,US DOLLAR,"ICON Concerts, LiveCo",Comedy,"4,210",324465.00,"6,969",60%,44.50,89.50,77.07,
Page 6,2/3/2024,1,The Filthy Tongues,,Cabaret Voltaire,Edinburgh,,United Kingdom,,Club,Pound Sterling,Regular Music,Pop / Rock,235,5046.88,235,100%,21.48,21.48,21.48,
Page 6,2/3/2024,1,Lewis Black,,Boulder Theater,Boulder,Colorado,United States,Denver,Club,US DOLLAR,Z2 Entertainment,Comedy,814,50731.60,814,100%,45.00,75.00,62.32,
Page 6,2/3/2024,1,Raheem DeVaughn,,City Winery Boston,Boston,Massachusetts,United States,Boston (Manchester),Club,US DOLLAR,(In-House Productions) / City Winery,RB / Soul,288,15920.00,288,100%,45.00,45.00,55.28,
Page 6,2/3/2024,1,Emil Bulls,,The Columbia Theater,Berlin,,Germany,,Club,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,683,23359.43,780,87%,34.56,34.56,34.20,
Page 6,2/3/2024,1,Kat Frankie,,Isarphilharmonie,Munich,,Germany,,Auditorium / Theatre,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,895,47670.21,"1,800",49%,43.19,59.39,53.26,
Page 6,2/3/2024,1,JVNA,,Elektricity,Pontiac,Michigan,United States,Detroit,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,302,6031.39,"1,100",27%,7.50,99.00,19.97,
Page 6,2/3/2024,1,Ant Middleton,,Darling Harbour Theatre,Darling Harbour,,Australia,,Auditorium / Theatre,Australian,TEG Dainty,Spoken Word,"3,183",145828.79,"3,183",100%,58.05,97.18,45.81,
Page 6,2/3/2024,1,Oskar Haag,,Milla Club,Munich,,Germany,,Untyped Venue,Euro,FKP Scorpio Konzertproduktionen,Pop / Rock,180,3109.98,180,100%,17.28,17.28,17.28,
Page 6,2/3/2024,1,Steve Treviño,,Egyptian Theatre,Boise,Idaho,United States,Boise,Auditorium / Theatre,US DOLLAR,"ICON Concerts, LiveCo",Comedy,707,25537.50,707,100%,32.50,42.50,36.12,
Page 6,2/3/2024,1,The Psychs,,The Workman's Cellar,Dublin,,Ireland,,Club,Euro,Live Nation / Gaiety Investments (MCD Productions),Pop / Rock,150,2502.56,150,100%,16.20,16.20,16.68,
Page 6,2/3/2024,1,TesseracT,"Unprocessed, The Callous Daoboys",Simm City,Vienna,,Austria,,Club,Euro,Barracuda Music GmbH,Pop / Rock,730,23648.83,850,85%,32.40,32.40,32.40,
Page 6,2/3/2024,1,Becky Robinson,,The Clayton Center,Clayton,North Carolina,United States,Raleigh-Durham (Fayetteville),Auditorium / Theatre,US DOLLAR,"ICON Concerts, LiveCo",Comedy,478,23010.00,620,77%,35.00,105.00,48.14,
Page 6,2/3/2024,1,"Gloryhammer, Beast In Black",Brothers Of Metal,Wagenhallen,Stuttgart,,Germany,,Untyped Venue,Euro,Music Circus Concert Agency,Pop / Rock,"2,000",103039.79,"2,000",100%,51.52,51.52,51.52,
Page 6,2/3/2024,1,KevOnStage,,The Town Hall,New York,New York,United States,New York,Auditorium / Theatre,US DOLLAR,Direct Productions,Comedy,"1,207",73150.75,"1,501",80%,42.50,75.00,60.61,
Page 6,2/3/2024,1,Majah Hype,,The Howard Theatre,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Comedy,308,15180.00,600,51%,35.00,60.00,49.29,
Page 6,2/3/2024,1,Cat Cohen,,The Miracle Theatre,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Auditorium / Theatre,US DOLLAR,Union Stage,Comedy,355,8875.00,355,100%,25.00,30.00,25.00,
Page 6,2/3/2024,1,"Butte & Friends, Soul Purveyors",,Jammin' Java,Vienna,Virginia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,Pop / Rock,152,2530.00,240,63%,15.00,25.00,16.64,
Page 6,2/3/2024,1,White Ford Bronco,,Union Stage,Washington,District of Columbia,United States,"Washington, D.C. (Hagerstown)",Club,US DOLLAR,Union Stage,"Pop / Rock, Tribute Acts",500,13375.00,500,100%,25.00,50.00,26.75,
Page 6,2/3/2024,1,Turtle Logic,,The Loft @ City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",Pop / Rock,49,1405.00,160,30%,25.00,30.00,28.67,
Page 6,2/3/2024,1,"""Mamma Mia! An Abba-Fabulous Brunch""",The Neon Queen: The Alternative ABBA Experience,City Winery NYC,New York,New York,United States,New York,Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",Tribute Acts,296,7660.00,328,90%,25.00,30.00,25.88,
Page 6,2/3/2024,1,Hinder,Ignescent,Q & Z Expo Center,Ringle,Wisconsin,United States,Wausau-Rhinelander,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,787,20000.00,787,100%,25.00,30.00,25.41,
Page 6,2/3/2024,2,"""All Things Equal: The Life & Trials of Ruth Bader Ginsburg""",,Emerson Colonial Theatre,Boston,Massachusetts,United States,Boston (Manchester),Auditorium / Theatre,US DOLLAR,(In-House Promotion),Theatrical,"1,410",97087.50,"3,120",45%,39.00,79.00,68.83,
Page 6,2/3/2024,1,My Baby,,Mussel Inn,Onekaka,,New Zealand,,Untyped Venue,New Zealand,Eccles Entertainment,"RB / Soul, World",373,9357.49,400,93%,27.28,27.28,25.09,
Page 6,2/3/2024,1,Tim Reynolds And TR3,Birddog,City Winery St. Louis,St. Louis,Missouri,United States,St. Louis,Club,US DOLLAR,(In-House Productions) / City Winery,Pop / Rock,200,7060.00,200,100%,30.00,40.00,35.30,
Page 6,2/3/2024,1,Duncan Laurence,,Hole 44,Berlin,,Germany,,Club,Euro,PRK DreamHaus GmbH,Pop / Rock,340,8090.28,500,68%,23.76,23.76,23.79,
Page 6,2/3/2024,1,Bibiza,,Halle02,Heidelberg,,Germany,,Untyped Venue,Euro,"All Artist Agency GmbH, Delta Konzerte",Rap / HipHop,619,17712.87,750,82%,28.62,28.62,28.62,
Page 6,2/3/2024,1,Archers,"Savage Hands, Nerv",Oscura,Bradenton,Florida,United States,Tampa-St. Petersburg (Sarasota),Club,US DOLLAR,(In-House Promotion),Pop / Rock,218,3550.00,400,54%,17.00,20.00,16.28,
Page 6,2/3/2024,1,Stick To Your Guns,,Amplifier,Perth,,Australia,,Club,Australian,Destroy All Lines,Pop / Rock,342,12907.70,500,68%,37.41,42.10,37.74,
Page 6,2/3/2024,1,grandson,,Liberty Hall,Moore Park,,Australia,,Auditorium / Theatre,Australian,Destroy All Lines,Pop / Rock,539,22159.65,"1,200",44%,41.10,45.79,41.11,
Page 6,2/3/2024,1,Butterfly Effect,,Enmore Theatre,Newtown,,Australia,,Auditorium / Theatre,Australian,Destroy All Lines,Pop / Rock,"2,422",121816.07,"2,422",100%,50.30,50.30,50.30,
Page 6,2/3/2024,1,Ellisa Sun,Julia Cannon,The Lounge @ City Winery Nashville,Nashville,Tennessee,United States,Nashville,Club,US DOLLAR,(In-House Productions) / City Winery,Pop / Rock,52,1065.00,100,52%,20.00,25.00,20.48,
Page 6,2/3/2024,1,Ludacris,DJ Infamous,Paradise Cove @ Margaritaville,Tulsa,Oklahoma,United States,Tulsa,Club,US DOLLAR,(In-House Promotion),Rap / HipHop,"1,800",140505.00,"1,800",100%,55.00,95.00,78.06,
Page 6,2/3/2024,1,The Doo Wop Project,,Highlands Church,Scottsdale,Arizona,United States,Phoenix (Prescott),Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Pop / Rock, Tribute Acts",875,58352.05,"1,513",57%,58.00,98.00,66.69,
Page 6,2/3/2024,1,Starship Feat. Mickey Thomas,,Circle Square Cultural Center,Ocala,Florida,United States,Gainesville,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Pop / Rock,630,39464.00,930,67%,45.00,73.00,62.64,
Page 6,2/3/2024,1,The Music of Harry Potter,,Entra,Rapperswil,,Switzerland,,Auditorium / Theatre,Swiss Franc,Act Entertainment,Multimedia,168,62816.56,543,30%,98.04,121.11,373.91,
Page 6,2/3/2024,2,Brevard Symphony Orchestra,,Black Box Theatre,Melbourne,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,(In-House Promotion),Classical,615,19661.00,"2,016",30%,10.00,52.00,31.97,
Page 6,2/3/2024,1,Eric Darius,,Studio Theatre At king center for Perf Arts,Melbourne,Florida,United States,Orlando-Daytona Beach-Melbourne,Auditorium / Theatre,US DOLLAR,Brevard Music Group,RB / Soul,263,14100.00,300,87%,50.00,55.00,53.61,
Page 6,2/3/2024,1,"""German Masters""",,Tempodrom,Berlin,,Germany,,Auditorium / Theatre,Euro,Dragonstars Eventmanagement GmbH,Family Entertainment,"2,871",352965.12,"2,900",99%,33.85,212.03,122.94,
Page 6,2/3/2024,1,Andreas Henneberg,,The Wall,Las Vegas,Nevada,United States,Las Vegas,Club,US DOLLAR,(In-House Promotion),Dance / Electronic,97,1556.51,230,42%,24.95,35.00,16.05,
Page 6,2/3/2024,1,BE:FIRST,,K-Arena Yokohama,Yokohama,,Japan,,Arena,Yen,Creativeman Productions Co.,Asian Pop,"17,699",1312141.50,"17,699",100%,74.14,74.14,74.14,
Page 6,2/3/2024,1,Paul Weller,,Ex Theater,Tokyo,,Japan,,Auditorium / Theatre,Yen,Creativeman Productions Co.,Pop / Rock,"1,600",105678.17,"1,600",100%,66.05,66.05,66.05,
Page 6,2/3/2024,1,Digable Planets,Kassa Overall,The Fillmore,San Francisco,California,United States,San Francisco-Oakland-San Jose,Auditorium / Theatre,US DOLLAR,Live Nation,Rap / HipHop,"1,199",90015.00,"1,199",100%,42.50,42.50,75.08,
Page 6,2/3/2024,1,Dave Herrero,Anne Harris,City Winery Chicago,Chicago,Illinois,United States,Chicago,Club,US DOLLAR,"(In-House Productions) / City Winery, (In-House Promotion)",Blues,82,1705.00,304,26%,20.00,25.00,20.79,
Page 6,2/3/2024,1,Mike Epps,,T-Mobile Center,Kansas City,Missouri,United States,Kansas City,Arena,US DOLLAR,BMN Entertainment,Comedy,"4,948",520723.00,"8,808",56%,69.50,245.50,105.24,
Page 6,2/3/2024,1,Sting,,Saadiyat Island,Abu Dhabi,,United Arab Emirates,,Amphitheatre,dirham,Live Nation,Pop / Rock,"4,729",2096615.90,"4,729",100%,68.07,189.22,443.35,
Page 6,2/3/2024,1,Spidergawd,Arabrot,Debaser Strand,Stockholm,,Sweden,,Club,Kronas,FKP Scorpio Konzertproduktionen,Pop / Rock,454,12663.66,750,60%,27.89,27.89,27.89,
Page 6,2/3/2024,1,Crosby & Etheridge,,Savelbergklooster,Heerlen,,Netherlands,,Auditorium / Theatre,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Pop / Rock,44,783.97,75,58%,17.82,17.82,17.82,
Page 6,2/3/2024,1,De Toegift,,De Spot,Middelburg,,Netherlands,,Untyped Venue,Euro,"(In-House Promotion), Friendly Fire / FKP Scorpio",Pop / Rock,67,795.85,400,16%,11.88,11.88,11.88,
Page 6,2/3/2024,2,ATEEZ,,Saitama Super Arena,Saitama,,Japan,,Arena,Yen,AEG Presents,Asian Pop,"22,600",2003707.00,"22,600",100%,50.01,200.00,88.66,
Page 6,2/3/2024,1,"Alan Cumming, Ari Shapiro",,Center for the Performing Arts,Carmel,Indiana,United States,Indianapolis,Auditorium / Theatre,US DOLLAR,(In-House Promotion),"Spoken Word, Theatrical",845,71234.00,"1,000",84%,25.00,125.00,84.30,
